text	label
( jackson and bledel ) seem to have been picked not for their acting chops , but for their looks and appeal to the pre-teen crowd . 	0
you 've already seen city by the sea under a variety of titles , but it 's worth yet another visit . 	1
will give you goosebumps as its uncanny tale of love , communal discord , and justice 	1
the most ordinary and obvious fashion 	0
swipe 90 minutes of your time 	0
the intentionally low standards 	0
it is ok for a movie to be something of a sitcom apparatus , if the lines work , the humor has point and 	1
in its own floundering way , it gets to you . 	1
an affected malaise 	0
the the wisdom and humor 	1
plays like a series of vignettes -- clips of a film that are still looking for a common through-line . 	0
keep it interested 	1
another wholly unnecessary addition to the growing , moldering pile of , well , extreme stunt 	0
charming but slight comedy 	1
its director 's most substantial feature for some time . 	1
an entertaining documentary that freshly considers arguments the bard 's immortal plays were written by somebody else . 	1
, should scare any sane person away . 	0
an almost unbearably morbid 	0
the characters move with grace and panache 	1
of a first-rate cast 	1
a shallow rumination 	0
muddled , simplistic and more than a little pretentious . 	0
which may be why it works as well as it does 	1
romantic crime comedy 	1
's depressing to see how far herzog has fallen 	0
expands into a meditation on the deep deceptions of innocence 	1
feels universal 	1
mourns 	0
a case of too many chefs fussing over too weak a recipe 	0
elegance and maturity 	1
strong and unforced 	1
contrived , unmotivated 	0
attempts and often achieves a level of connection and concern 	1
if even the filmmakers did n't know what kind of movie they were making 	0
it 's unlikely to inspire anything more than a visit to mcdonald 's , let alone some savvy street activism 	0
clinch him this year 's razzie 	0
beautifully shot , delicately scored and powered by a set of heartfelt performances 	1
, accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill 	0
playwriting 101 premise 	0
by the sea would slip under the waves . 	0
better suited to a night in the living room than a night at the movies 	0
constant fits of laughter 	1
noticeably derivative 	0
world cinema 's most wondrously gifted artists 	1
left me behind at the station looking for a return ticket to realism 	0
tick-tock 	0
a surprisingly sweet and gentle comedy 	1
a whale of a good time for both children and parents 	1
been gathering dust on mgm 's shelf 	0
the grace to call for prevention rather than to place blame , making it one of the best war movies ever made 	1
a way of seeping into your consciousness 	1
less like a cousin to blade runner than like a bottom-feeder sequel in the escape from new york series 	0
thoughtless , random , superficial humor and a lot of very bad scouse accents 	0
terrific special effects and funnier gags 	1
complain 	0
then you 're in for a painful ride . 	0
a huge disappointment coming , 	0
off spookily enough 	1
virtuosic 	1
the joie de vivre even as he creates 	1
with memorable zingers 	1
wise 	1
second , what 's with all the shooting ? 	0
be viewed as pure composition and form -- 	1
feel more like a non-stop cry for attention , than an attempt at any kind of satisfying entertainment . 	0
like a veteran head cutter , barbershop is tuned in to its community . 	1
this one feels like a life sentence 	0
, it 's a very very strong `` b + . '' 	1
are familiar with , and makes you care about music you may not have heard before . 	1
, the final effect is like having two guys yelling in your face for two hours . 	0
he watches them as they float within the seas of their personalities . 	1
this romantic/comedy asks the question how much souvlaki can you take before indigestion sets in . 	0
stitch 	0
sandra bullock and hugh grant make a great team , 	1
surprisingly funny 	1
it 's a loathsome movie , it really is and it makes absolutely no sense . 	0
its impressive images of crematorium chimney fires and stacks of dead bodies 	1
make 105 minutes seem twice as long 	0
phenomenal , 	1
a powerful 1957 drama we 've somehow never seen before 	1
miss 	0
have done in half an hour 	0
laborious whine , the bellyaching of a paranoid and unlikable man . 	0
its recycled aspects , implausibility , 	0
puts the kibosh on what is otherwise a sumptuous work of b-movie imagination . 	0
little farm melodrama . 	0
the gifted crudup has the perfect face to play a handsome blank yearning to find himself , 	1
weighty and ponderous but every bit as filling as the treat of the title . 	1
gone wrong 	0
like its title character , is repellantly out of control . 	0
never rises to a higher level 	0
neo-nazism 	0
intermezzo strain 	1
is so engagingly 	1
making it one of the year 's most enjoyable releases 	1
the worst excesses of nouvelle 	0
the problem with wendigo , 	0
lush and beautifully 	1
no good answer 	0
mean-spirited and 	0
a dull , dumb and derivative horror film . 	0
's anchored by splendid performances from an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother/daughter pair . 	1
even before it builds up to its insanely staged ballroom scene , in which 3000 actors appear in full regalia , it 's waltzed itself into the art film pantheon . 	1
a sharp , amusing study 	1
the urban landscapes are detailed down to the signs on the kiosks , 	1
you wish you were at home watching that movie instead of in the theater watching this one 	0
terrific film 	1
a wild , endearing , masterful documentary 	1
what 's even more remarkable is the integrity of devito 's misanthropic vision 	1
a sense of wonder 	1
, the movie 's wildly careening tone and an extremely flat lead performance do little to salvage this filmmaker 's flailing reputation . 	0
that the movie has no idea of it is serious 	0
's also uninspired , 	0
milking a played-out idea -- a straight guy has to dress up in drag -- that shockingly manages to be even worse than its title 	0
what could have been right at home as a nifty plot line in steven soderbergh 's traffic fails to arrive at any satisfying destination . 	0
that the new film is a lame kiddie flick and 	0
the plot grows thin soon 	0
a movie in which laughter and self-exploitation merge into jolly soft-porn 'em powerment . 	1
drown yourself in a lake 	0
the premise of `` abandon '' holds promise , ... but 	1
a complete wash ( no pun intended ) , 	0
